project,description,tags,start,end,updated,duration,modified
project_7,description_69,tag_0,2018-02-08T19:50:35-05:00,2018-02-08T20:07:36-05:00,2018-02-08T20:07:38-05:00,1021000,True
project_7,description_69,tag_0,2018-02-08T18:59:55-05:00,2018-02-08T19:50:47-05:00,2018-02-08T19:50:49-05:00,3052000,True
project_2,description_2,None,2018-02-08T18:05:38-05:00,2018-02-08T18:58:34-05:00,2018-02-08T18:58:37-05:00,3176000,True
project_7,description_69,tag_0,2018-02-08T17:31:00-05:00,2018-02-08T18:05:38-05:00,2018-02-08T18:05:39-05:00,2078000,True
project_3,description_3,None,2018-02-08T16:14:24-05:00,2018-02-08T17:21:40-05:00,2018-02-08T17:21:40-05:00,4036000,False
project_1,description_1,None,2018-02-08T15:54:22-05:00,2018-02-08T16:11:34-05:00,2018-02-08T16:11:35-05:00,1032000,True
project_6,description_19,None,2018-02-08T14:37:27-05:00,2018-02-08T15:54:22-05:00,2018-02-08T15:54:22-05:00,4615000,False
project_2,description_2,None,2018-02-08T13:32:00-05:00,2018-02-08T14:30:28-05:00,2018-02-08T14:36:54-05:00,3508000,True
project_1,description_1,None,2018-02-08T13:06:58-05:00,2018-02-08T13:31:58-05:00,2018-02-08T13:31:58-05:00,1500000,False
project_3,description_8,None,2018-02-08T12:14:42-05:00,2018-02-08T13:06:53-05:00,2018-02-08T13:06:53-05:00,3131000,False
project_5,description_9,None,2018-02-08T11:19:47-05:00,2018-02-08T12:14:39-05:00,2018-02-08T12:14:39-05:00,3292000,False
project_3,description_8,None,2018-02-08T11:03:18-05:00,2018-02-08T11:19:44-05:00,2018-02-08T11:19:44-05:00,986000,False
project_3,description_7,None,2018-02-08T08:02:59-05:00,2018-02-08T10:41:21-05:00,2018-02-08T10:41:21-05:00,9502000,False
project_3,description_3,None,2018-02-08T00:18:11-05:00,2018-02-08T00:51:03-05:00,2018-02-08T00:51:03-05:00,1972000,False
project_9,description_76,None,2018-02-07T21:58:16-05:00,2018-02-07T23:57:49-05:00,2018-02-07T23:57:49-05:00,7173000,False
project_1,description_1,None,2018-02-07T21:11:45-05:00,2018-02-07T21:58:16-05:00,2018-02-07T21:58:16-05:00,2791000,False
project_9,description_76,None,2018-02-07T19:39:41-05:00,2018-02-07T21:11:15-05:00,2018-02-07T21:11:15-05:00,5494000,False
project_7,description_69,tag_0,2018-02-07T18:00:53-05:00,2018-02-07T19:38:26-05:00,2018-02-07T19:38:28-05:00,5853000,True
project_1,description_1,None,2018-02-07T16:53:33-05:00,2018-02-07T17:37:58-05:00,2018-02-07T17:37:58-05:00,2665000,False
project_3,description_8,None,2018-02-07T15:34:52-05:00,2018-02-07T16:24:45-05:00,2018-02-07T16:24:45-05:00,2993000,False
project_7,description_12,None,2018-02-07T13:57:15-05:00,2018-02-07T15:24:06-05:00,2018-02-07T15:24:07-05:00,5211000,True
project_6,description_20,None,2018-02-07T12:59:00-05:00,2018-02-07T13:40:55-05:00,2018-02-07T13:51:05-05:00,2515000,True
project_3,description_8,None,2018-02-07T12:16:54-05:00,2018-02-07T12:53:15-05:00,2018-02-07T12:53:16-05:00,2181000,True
project_1,description_1,None,2018-02-07T11:20:24-05:00,2018-02-07T11:45:47-05:00,2018-02-07T11:45:47-05:00,1523000,False
project_6,description_6,None,2018-02-07T10:47:47-05:00,2018-02-07T11:20:24-05:00,2018-02-07T11:20:24-05:00,1957000,False
project_2,description_2,None,2018-02-07T09:56:04-05:00,2018-02-07T10:47:47-05:00,2018-02-07T10:47:47-05:00,3103000,False
project_3,description_3,None,2018-02-07T09:17:53-05:00,2018-02-07T09:55:52-05:00,2018-02-07T09:55:52-05:00,2279000,False
project_3,description_3,None,2018-02-06T23:48:54-05:00,2018-02-07T00:25:49-05:00,2018-02-07T00:25:49-05:00,2215000,False
project_1,description_1,None,2018-02-06T18:43:34-05:00,2018-02-06T20:28:34-05:00,2018-02-06T20:52:34-05:00,6300000,True
project_6,description_19,None,2018-02-06T17:32:00-05:00,2018-02-06T18:09:13-05:00,2018-02-06T18:10:00-05:00,2233000,True
project_0,description_10,None,2018-02-06T17:03:50-05:00,2018-02-06T17:28:50-05:00,2018-02-06T18:09:00-05:00,1500000,True
project_6,description_19,None,2018-02-06T16:17:00-05:00,2018-02-06T17:03:50-05:00,2018-02-06T17:03:57-05:00,2810000,True
project_5,description_5,None,2018-02-06T15:44:36-05:00,2018-02-06T16:14:36-05:00,2018-02-06T16:45:28-05:00,1800000,True
project_3,description_3,None,2018-02-06T13:57:56-05:00,2018-02-06T15:29:10-05:00,2018-02-06T15:29:10-05:00,5474000,False
project_2,description_2,None,2018-02-06T13:19:59-05:00,2018-02-06T13:51:55-05:00,2018-02-06T13:51:55-05:00,1916000,False
project_1,description_1,None,2018-02-06T13:02:00-05:00,2018-02-06T13:17:00-05:00,2018-02-06T13:55:38-05:00,900000,True
project_6,description_6,None,2018-02-06T12:52:00-05:00,2018-02-06T13:02:00-05:00,2018-02-06T13:55:11-05:00,600000,True
project_3,description_8,None,2018-02-06T12:37:00-05:00,2018-02-06T12:52:00-05:00,2018-02-06T13:54:50-05:00,900000,True
project_5,description_9,None,2018-02-06T11:05:25-05:00,2018-02-06T12:35:25-05:00,2018-02-06T13:52:49-05:00,5400000,True
project_3,description_8,None,2018-02-06T10:47:13-05:00,2018-02-06T11:05:12-05:00,2018-02-06T11:05:12-05:00,1079000,False
project_3,description_7,None,2018-02-06T07:58:10-05:00,2018-02-06T10:07:24-05:00,2018-02-06T10:07:24-05:00,7754000,False
project_3,description_3,None,2018-02-05T23:44:27-05:00,2018-02-06T00:26:54-05:00,2018-02-06T00:26:54-05:00,2547000,False
project_9,description_78,tag_1,2018-02-05T22:27:51-05:00,2018-02-05T23:30:17-05:00,2018-02-05T23:30:19-05:00,3746000,True
project_3,description_3,None,2018-02-05T20:13:42-05:00,2018-02-05T21:22:02-05:00,2018-02-05T21:22:05-05:00,4100000,True
project_7,description_69,tag_0,2018-02-05T19:02:11-05:00,2018-02-05T20:11:12-05:00,2018-02-05T20:11:14-05:00,4141000,True
project_1,description_1,None,2018-02-05T18:42:22-05:00,2018-02-05T19:00:11-05:00,2018-02-05T19:00:11-05:00,1069000,False
project_3,description_3,None,2018-02-05T18:00:54-05:00,2018-02-05T18:42:22-05:00,2018-02-05T18:42:23-05:00,2488000,True
project_1,description_11,None,2018-02-05T17:49:39-05:00,2018-02-05T18:00:43-05:00,2018-02-05T18:00:43-05:00,664000,False
project_1,description_11,None,2018-02-05T16:38:33-05:00,2018-02-05T17:25:12-05:00,2018-02-05T17:25:12-05:00,2799000,False
project_3,description_8,None,2018-02-05T16:19:49-05:00,2018-02-05T16:38:08-05:00,2018-02-05T16:38:08-05:00,1099000,False
project_7,description_12,None,2018-02-05T14:07:56-05:00,2018-02-05T16:19:49-05:00,2018-02-07T13:57:07-05:00,7913000,True
project_7,description_69,tag_0,2018-02-05T12:56:36-05:00,2018-02-05T14:07:41-05:00,2018-02-05T14:07:41-05:00,4265000,False
project_2,description_2,None,2018-02-05T12:29:44-05:00,2018-02-05T12:54:05-05:00,2018-02-05T12:54:05-05:00,1461000,False
project_3,description_8,None,2018-02-05T11:38:59-05:00,2018-02-05T12:25:55-05:00,2018-02-05T12:25:55-05:00,2816000,False
project_1,description_1,None,2018-02-05T11:08:00-05:00,2018-02-05T11:28:00-05:00,2018-02-05T12:28:46-05:00,1200000,True
project_6,description_6,None,2018-02-05T10:49:00-05:00,2018-02-05T11:04:00-05:00,2018-02-05T12:29:11-05:00,900000,True
project_0,description_10,None,2018-02-05T09:44:00-05:00,2018-02-05T10:24:00-05:00,2018-02-05T12:29:36-05:00,2400000,True
project_3,description_3,None,2018-02-05T09:13:00-05:00,2018-02-05T09:43:00-05:00,2018-02-05T09:48:41-05:00,1800000,True
project_2,description_2,None,2018-02-05T08:09:30-05:00,2018-02-05T09:04:30-05:00,2018-02-05T09:48:04-05:00,3300000,True
project_1,description_1,None,2018-02-05T07:37:00-05:00,2018-02-05T07:57:00-05:00,2018-02-05T09:47:10-05:00,1200000,True
project_9,description_76,tag_4,2018-02-04T20:42:50-05:00,2018-02-04T22:16:32-05:00,2018-02-05T09:49:17-05:00,5622000,True
project_1,description_1,None,2018-02-04T20:15:24-05:00,2018-02-04T20:42:40-05:00,2018-02-04T20:42:40-05:00,1636000,False
project_9,description_76,tag_4,2018-02-04T16:31:28-05:00,2018-02-04T20:15:12-05:00,2018-02-05T09:49:10-05:00,13424000,True
project_0,description_10,None,2018-02-04T15:17:30-05:00,2018-02-04T16:31:18-05:00,2018-02-04T16:31:18-05:00,4428000,False
project_7,description_69,tag_0,2018-02-04T13:32:12-05:00,2018-02-04T15:16:37-05:00,2018-02-04T15:16:39-05:00,6265000,True
project_6,description_19,None,2018-02-04T12:56:00-05:00,2018-02-04T13:10:08-05:00,2018-02-04T13:11:58-05:00,848000,True
project_1,description_1,None,2018-02-04T12:34:00-05:00,2018-02-04T12:54:00-05:00,2018-02-04T13:11:37-05:00,1200000,True
project_6,description_6,None,2018-02-04T11:59:00-05:00,2018-02-04T12:34:00-05:00,2018-02-04T13:11:12-05:00,2100000,True
project_2,description_2,None,2018-02-04T11:09:17-05:00,2018-02-04T11:59:17-05:00,2018-02-04T13:10:23-05:00,3000000,True
project_3,description_3,None,2018-02-04T10:17:44-05:00,2018-02-04T11:09:07-05:00,2018-02-04T11:09:07-05:00,3083000,False
project_3,description_7,None,2018-02-04T09:02:54-05:00,2018-02-04T10:17:27-05:00,2018-02-04T10:17:27-05:00,4473000,False
project_9,description_74,tag_1,2018-02-03T22:54:00-05:00,2018-02-04T00:49:00-05:00,2018-02-04T00:54:04-05:00,6900000,True
project_7,description_69,tag_0,2018-02-03T20:47:41-05:00,2018-02-03T22:35:07-05:00,2018-02-03T22:35:09-05:00,6446000,True
project_1,description_1,None,2018-02-03T20:15:52-05:00,2018-02-03T20:46:54-05:00,2018-02-03T20:47:39-05:00,1862000,True
project_6,description_6,None,2018-02-03T19:35:59-05:00,2018-02-03T20:15:00-05:00,2018-02-03T20:47:31-05:00,2341000,True
project_7,description_69,tag_0,2018-02-03T19:04:28-05:00,2018-02-03T19:33:08-05:00,2018-02-03T19:33:10-05:00,1720000,True
project_3,description_3,None,2018-02-03T17:01:26-05:00,2018-02-03T18:46:19-05:00,2018-02-03T18:46:22-05:00,6293000,True
project_4,description_4,None,2018-02-03T16:36:15-05:00,2018-02-03T17:01:26-05:00,2018-02-03T17:01:26-05:00,1511000,False
project_3,description_3,None,2018-02-03T15:05:34-05:00,2018-02-03T16:36:04-05:00,2018-02-03T16:36:04-05:00,5430000,False
project_1,description_1,None,2018-02-03T14:34:00-05:00,2018-02-03T15:00:01-05:00,2018-02-03T15:00:01-05:00,1561000,False
project_1,description_11,None,2018-02-03T13:54:44-05:00,2018-02-03T14:33:49-05:00,2018-02-03T14:33:49-05:00,2345000,False
project_2,description_2,None,2018-02-03T13:05:50-05:00,2018-02-03T13:54:25-05:00,2018-02-03T13:54:25-05:00,2915000,False
project_6,description_20,None,2018-02-03T12:31:00-05:00,2018-02-03T13:05:45-05:00,2018-02-03T15:01:37-05:00,2085000,True
project_5,description_9,None,2018-02-03T10:53:21-05:00,2018-02-03T12:28:21-05:00,2018-02-03T15:01:20-05:00,5700000,True
project_3,description_8,None,2018-02-03T10:31:20-05:00,2018-02-03T10:53:08-05:00,2018-02-03T15:00:59-05:00,1308000,True
project_3,description_7,None,2018-02-03T08:55:33-05:00,2018-02-03T10:30:33-05:00,2018-02-03T15:00:49-05:00,5700000,True
project_3,description_3,None,2018-02-02T23:40:27-05:00,2018-02-03T00:44:46-05:00,2018-02-03T00:44:46-05:00,3859000,False
project_9,description_76,tag_4,2018-02-02T21:31:59-05:00,2018-02-02T23:33:13-05:00,2018-02-02T23:33:13-05:00,7274000,False
project_7,description_69,tag_0,2018-02-02T21:27:57-05:00,2018-02-02T21:31:54-05:00,2018-02-02T21:31:57-05:00,237000,True
project_1,description_1,None,2018-02-02T20:27:50-05:00,2018-02-02T21:25:57-05:00,2018-02-02T21:25:59-05:00,3487000,True
project_7,description_69,tag_0,2018-02-02T19:25:44-05:00,2018-02-02T20:27:45-05:00,2018-02-02T20:27:48-05:00,3721000,True
project_7,description_69,tag_0,2018-02-02T17:01:48-05:00,2018-02-02T18:40:07-05:00,2018-02-02T18:40:36-05:00,5899000,True
project_7,description_69,tag_0,2018-02-02T16:28:32-05:00,2018-02-02T16:38:40-05:00,2018-02-02T18:40:49-05:00,608000,True
project_5,description_5,None,2018-02-02T15:49:20-05:00,2018-02-02T16:00:24-05:00,2018-02-02T16:00:24-05:00,664000,False
project_2,description_2,None,2018-02-02T13:27:00-05:00,2018-02-02T13:47:00-05:00,2018-02-02T13:54:42-05:00,1200000,True
project_1,description_1,None,2018-02-02T12:54:49-05:00,2018-02-02T13:24:49-05:00,2018-02-02T13:54:04-05:00,1800000,True
project_6,description_6,None,2018-02-02T12:14:00-05:00,2018-02-02T12:49:00-05:00,2018-02-02T13:53:02-05:00,2100000,True
project_2,description_2,None,2018-02-02T11:15:39-05:00,2018-02-02T12:10:39-05:00,2018-02-02T13:52:26-05:00,3300000,True
project_3,description_3,None,2018-02-02T10:20:58-05:00,2018-02-02T11:15:29-05:00,2018-02-02T11:15:29-05:00,3271000,False
project_3,description_7,None,2018-02-02T08:00:55-05:00,2018-02-02T10:20:48-05:00,2018-02-02T10:20:48-05:00,8393000,False
project_3,description_3,None,2018-02-01T22:41:33-05:00,2018-02-02T01:04:03-05:00,2018-02-02T01:04:03-05:00,8550000,False
project_9,description_74,tag_1,2018-02-01T21:14:51-05:00,2018-02-01T22:24:51-05:00,2018-02-02T13:55:14-05:00,4200000,True
project_1,description_1,None,2018-02-01T20:33:56-05:00,2018-02-01T21:14:12-05:00,2018-02-01T22:41:15-05:00,2416000,True
project_6,description_6,None,2018-02-01T17:06:38-05:00,2018-02-01T20:31:38-05:00,2018-02-01T22:41:05-05:00,12300000,True
project_6,description_20,None,2018-02-01T16:14:44-05:00,2018-02-01T17:06:22-05:00,2018-02-01T17:06:22-05:00,3098000,False
project_6,description_19,None,2018-02-01T14:24:00-05:00,2018-02-01T16:09:00-05:00,2018-02-02T13:51:46-05:00,6300000,True
project_2,description_2,None,2018-02-01T13:20:54-05:00,2018-02-01T14:21:55-05:00,2018-02-01T14:21:55-05:00,3661000,False
project_1,description_1,None,2018-02-01T13:01:11-05:00,2018-02-01T13:20:44-05:00,2018-02-01T13:20:44-05:00,1173000,False
project_6,description_6,None,2018-02-01T12:45:00-05:00,2018-02-01T13:00:58-05:00,2018-02-02T13:50:24-05:00,958000,True
project_3,description_8,None,2018-02-01T12:15:56-05:00,2018-02-01T12:45:56-05:00,2018-02-02T13:50:15-05:00,1800000,True
project_5,description_9,None,2018-02-01T11:19:53-05:00,2018-02-01T12:15:47-05:00,2018-02-01T12:15:47-05:00,3354000,False
project_3,description_8,None,2018-02-01T10:57:00-05:00,2018-02-01T11:19:43-05:00,2018-02-01T11:53:14-05:00,1363000,True
project_3,description_7,None,2018-02-01T08:00:18-05:00,2018-02-01T10:43:50-05:00,2018-02-01T10:43:50-05:00,9812000,False
project_3,description_3,None,2018-02-01T00:40:40-05:00,2018-02-01T01:15:06-05:00,2018-02-01T01:15:06-05:00,2066000,False
project_9,description_76,tag_4,2018-01-31T21:41:16-05:00,2018-02-01T00:40:36-05:00,2018-02-02T13:55:38-05:00,10760000,True
project_1,description_1,None,2018-01-31T21:10:19-05:00,2018-01-31T21:41:01-05:00,2018-01-31T21:41:01-05:00,1842000,False
project_9,description_76,tag_4,2018-01-31T19:56:35-05:00,2018-01-31T21:10:09-05:00,2018-02-02T13:55:59-05:00,4414000,True
project_1,description_1,None,2018-01-31T18:51:15-05:00,2018-01-31T19:26:15-05:00,2018-01-31T19:55:37-05:00,2100000,True
project_0,description_10,None,2018-01-31T16:52:00-05:00,2018-01-31T18:07:00-05:00,2018-01-31T18:51:12-05:00,4500000,True
project_3,description_8,None,2018-01-31T15:29:11-05:00,2018-01-31T16:15:35-05:00,2018-01-31T16:15:35-05:00,2784000,False
project_7,description_12,None,2018-01-31T14:02:42-05:00,2018-01-31T15:29:02-05:00,2018-02-02T18:45:13-05:00,5180000,True
project_3,description_8,None,2018-01-31T13:22:00-05:00,2018-01-31T14:02:00-05:00,2018-01-31T18:50:14-05:00,2400000,True
project_1,description_1,None,2018-01-31T12:50:51-05:00,2018-01-31T13:15:51-05:00,2018-01-31T18:49:33-05:00,1500000,True
project_2,description_2,None,2018-01-31T11:50:49-05:00,2018-01-31T12:50:42-05:00,2018-01-31T12:50:42-05:00,3593000,False
project_3,description_3,None,2018-01-31T11:50:35-05:00,2018-01-31T11:50:40-05:00,2018-01-31T11:50:40-05:00,5000,False
project_3,description_7,None,2018-01-31T07:57:04-05:00,2018-01-31T11:10:11-05:00,2018-01-31T11:10:11-05:00,11587000,False
project_1,description_11,None,2018-01-30T14:03:46-05:00,2018-01-30T14:35:14-05:00,2018-01-30T14:35:14-05:00,1888000,False
project_5,description_9,None,2018-01-30T11:57:17-05:00,2018-01-30T14:03:33-05:00,2018-01-30T14:03:33-05:00,7576000,False
project_3,description_8,None,2018-01-30T11:40:17-05:00,2018-01-30T11:57:04-05:00,2018-01-30T11:57:04-05:00,1007000,False
project_3,description_3,None,2018-01-30T10:52:38-05:00,2018-01-30T11:27:14-05:00,2018-01-30T11:27:14-05:00,2076000,False
project_3,description_7,None,2018-01-30T08:06:16-05:00,2018-01-30T10:52:30-05:00,2018-01-30T10:52:30-05:00,9974000,False
project_3,description_3,None,2018-01-29T23:52:30-05:00,2018-01-30T00:24:41-05:00,2018-01-30T00:24:41-05:00,1931000,False
project_3,description_3,None,2018-01-29T23:48:38-05:00,2018-01-29T23:49:00-05:00,2018-01-29T23:49:00-05:00,22000,False
project_9,description_76,tag_4,2018-01-29T21:07:00-05:00,2018-01-29T23:36:00-05:00,2018-02-02T18:42:40-05:00,8940000,True
project_1,description_1,None,2018-01-29T20:35:00-05:00,2018-01-29T21:00:00-05:00,2018-01-29T23:49:49-05:00,1500000,True
project_9,description_76,tag_4,2018-01-29T18:02:33-05:00,2018-01-29T20:32:33-05:00,2018-02-02T13:56:19-05:00,9000000,True
project_3,description_8,None,2018-01-29T15:35:05-05:00,2018-01-29T16:38:28-05:00,2018-01-29T16:38:28-05:00,3803000,False
project_7,description_12,None,2018-01-29T14:07:24-05:00,2018-01-29T15:34:56-05:00,2018-02-02T18:45:07-05:00,5252000,True
project_2,description_2,None,2018-01-29T13:43:34-05:00,2018-01-29T14:07:17-05:00,2018-01-29T14:07:17-05:00,1423000,False
project_3,description_3,None,2018-01-29T13:34:05-05:00,2018-01-29T13:39:00-05:00,2018-01-29T13:39:00-05:00,295000,False
project_3,description_8,None,2018-01-29T12:50:27-05:00,2018-01-29T13:33:56-05:00,2018-01-29T13:33:56-05:00,2609000,False
project_2,description_73,None,2018-01-29T12:17:11-05:00,2018-01-29T12:50:17-05:00,2018-01-29T12:50:17-05:00,1986000,False
project_1,description_1,None,2018-01-29T11:45:52-05:00,2018-01-29T12:03:04-05:00,2018-01-29T12:03:04-05:00,1032000,False
project_6,description_6,None,2018-01-29T11:31:46-05:00,2018-01-29T11:45:40-05:00,2018-01-29T11:45:40-05:00,834000,False
project_2,description_2,None,2018-01-29T10:30:07-05:00,2018-01-29T11:31:36-05:00,2018-01-29T11:31:36-05:00,3689000,False
project_3,description_7,None,2018-01-29T08:06:15-05:00,2018-01-29T10:13:37-05:00,2018-01-29T10:13:37-05:00,7642000,False
project_3,description_3,None,2018-01-29T00:03:29-05:00,2018-01-29T00:50:56-05:00,2018-01-29T00:50:56-05:00,2847000,False
project_3,description_3,None,2018-01-28T22:05:00-05:00,2018-01-28T23:20:00-05:00,2018-01-29T00:03:15-05:00,4500000,True
project_9,description_74,tag_1,2018-01-28T21:04:04-05:00,2018-01-28T22:09:04-05:00,2018-01-28T23:56:55-05:00,3900000,True
project_1,description_1,None,2018-01-28T20:35:00-05:00,2018-01-28T21:00:00-05:00,2018-01-29T00:01:57-05:00,1500000,True
project_6,description_6,None,2018-01-28T18:06:00-05:00,2018-01-28T20:31:00-05:00,2018-01-29T00:01:08-05:00,8700000,True
project_6,description_20,None,2018-01-28T16:16:53-05:00,2018-01-28T18:01:53-05:00,2018-01-28T23:59:53-05:00,6300000,True
project_2,description_2,None,2018-01-28T14:24:43-05:00,2018-01-28T15:14:19-05:00,2018-01-28T15:14:19-05:00,2976000,False
project_3,description_3,None,2018-01-28T14:02:51-05:00,2018-01-28T14:24:33-05:00,2018-01-28T14:24:33-05:00,1302000,False
project_1,description_11,None,2018-01-28T13:08:00-05:00,2018-01-28T14:01:57-05:00,2018-01-28T14:02:19-05:00,3237000,True
project_5,description_9,None,2018-01-28T12:02:50-05:00,2018-01-28T13:06:56-05:00,2018-01-28T13:06:56-05:00,3846000,False
project_3,description_8,None,2018-01-28T11:40:08-05:00,2018-01-28T12:02:37-05:00,2018-01-28T12:02:37-05:00,1349000,False
project_3,description_7,None,2018-01-28T09:09:28-05:00,2018-01-28T11:38:35-05:00,2018-01-28T11:38:35-05:00,8947000,False
project_3,description_3,None,2018-01-27T23:33:54-05:00,2018-01-28T00:06:06-05:00,2018-01-28T00:06:06-05:00,1932000,False
project_9,description_74,tag_1,2018-01-27T21:24:21-05:00,2018-01-27T23:14:21-05:00,2018-02-02T13:56:45-05:00,6600000,True
project_1,description_1,None,2018-01-27T20:41:37-05:00,2018-01-27T21:24:10-05:00,2018-01-28T00:07:57-05:00,2553000,True
project_9,description_76,tag_4,2018-01-27T17:22:08-05:00,2018-01-27T20:36:11-05:00,2018-02-02T13:56:58-05:00,11643000,True
project_1,description_1,None,2018-01-27T17:02:27-05:00,2018-01-27T17:19:15-05:00,2018-01-27T17:19:15-05:00,1008000,False
project_0,description_79,None,2018-01-27T14:02:12-05:00,2018-01-27T14:35:10-05:00,2018-01-27T14:35:12-05:00,1978000,True
project_3,description_3,None,2018-01-27T13:32:38-05:00,2018-01-27T14:00:20-05:00,2018-01-27T14:00:20-05:00,1662000,False
project_6,description_19,None,2018-01-27T13:11:34-05:00,2018-01-27T13:32:26-05:00,2018-01-27T13:32:26-05:00,1252000,False
project_1,description_1,None,2018-01-27T12:35:40-05:00,2018-01-27T12:56:12-05:00,2018-01-27T12:56:12-05:00,1232000,False
project_6,description_6,None,2018-01-27T12:35:26-05:00,2018-01-27T12:35:32-05:00,2018-01-27T12:35:32-05:00,6000,False
project_2,description_2,None,2018-01-27T11:20:07-05:00,2018-01-27T12:35:12-05:00,2018-01-27T12:35:12-05:00,4505000,False
project_3,description_7,None,2018-01-27T08:57:48-05:00,2018-01-27T11:19:55-05:00,2018-01-27T11:19:55-05:00,8527000,False
project_2,description_2,None,2018-01-27T01:05:44-05:00,2018-01-27T01:19:49-05:00,2018-01-27T01:19:50-05:00,845000,True
project_3,description_3,None,2018-01-27T00:32:16-05:00,2018-01-27T01:05:32-05:00,2018-01-27T01:05:32-05:00,1996000,False
project_9,description_74,tag_1,2018-01-26T22:33:03-05:00,2018-01-27T00:31:59-05:00,2018-01-27T01:17:11-05:00,7136000,True
project_1,description_1,None,2018-01-26T21:23:50-05:00,2018-01-26T22:28:50-05:00,2018-01-27T01:20:53-05:00,3900000,True
project_9,description_76,tag_4,2018-01-26T17:50:01-05:00,2018-01-26T21:20:58-05:00,2018-02-02T13:57:17-05:00,12657000,True
project_1,description_1,None,2018-01-26T17:13:00-05:00,2018-01-26T17:49:40-05:00,2018-01-27T01:17:58-05:00,2200000,True
project_6,description_6,None,2018-01-26T17:03:06-05:00,2018-01-26T17:13:06-05:00,2018-01-27T01:17:41-05:00,600000,True
project_9,description_76,tag_4,2018-01-26T15:02:49-05:00,2018-01-26T17:02:52-05:00,2018-02-02T13:57:27-05:00,7203000,True
project_2,description_2,None,2018-01-26T14:08:24-05:00,2018-01-26T15:02:38-05:00,2018-01-26T15:02:38-05:00,3254000,False
project_4,description_39,None,2018-01-26T13:41:12-05:00,2018-01-26T14:08:15-05:00,2018-01-26T14:08:15-05:00,1623000,False
project_1,description_11,None,2018-01-26T12:57:13-05:00,2018-01-26T13:41:00-05:00,2018-01-26T13:41:00-05:00,2627000,False
project_5,description_9,None,2018-01-26T11:53:45-05:00,2018-01-26T12:57:02-05:00,2018-01-26T12:57:02-05:00,3797000,False
project_3,description_8,None,2018-01-26T11:33:52-05:00,2018-01-26T11:53:26-05:00,2018-01-26T11:53:26-05:00,1174000,False
project_2,description_2,None,2018-01-26T11:12:51-05:00,2018-01-26T11:33:37-05:00,2018-01-26T11:33:37-05:00,1246000,False
project_3,description_3,None,2018-01-26T10:47:29-05:00,2018-01-26T11:12:40-05:00,2018-01-26T11:12:40-05:00,1511000,False
project_3,description_7,None,2018-01-26T07:57:10-05:00,2018-01-26T10:47:18-05:00,2018-01-26T10:47:18-05:00,10208000,False
project_3,description_3,None,2018-01-26T00:49:32-05:00,2018-01-26T01:44:04-05:00,2018-01-26T01:44:04-05:00,3272000,False
project_3,description_3,None,2018-01-26T00:23:09-05:00,2018-01-26T00:23:26-05:00,2018-01-26T00:23:27-05:00,17000,True
project_9,description_76,tag_4,2018-01-25T21:47:00-05:00,2018-01-26T00:22:00-05:00,2018-01-26T00:30:54-05:00,9300000,True
project_2,description_2,None,2018-01-25T21:16:00-05:00,2018-01-25T21:41:00-05:00,2018-01-26T00:31:54-05:00,1500000,True
project_1,description_1,None,2018-01-25T20:34:59-05:00,2018-01-25T21:14:59-05:00,2018-01-26T00:29:38-05:00,2400000,True
project_9,description_76,tag_4,2018-01-25T15:14:03-05:00,2018-01-25T20:34:03-05:00,2018-02-02T18:42:35-05:00,19200000,True
project_4,description_4,None,2018-01-25T13:34:45-05:00,2018-01-25T15:04:45-05:00,2018-01-27T01:19:03-05:00,5400000,True
project_0,description_50,None,2018-01-25T12:41:33-05:00,2018-01-25T13:31:33-05:00,2018-01-26T00:26:53-05:00,3000000,True
project_3,description_8,None,2018-01-25T12:23:00-05:00,2018-01-25T12:38:00-05:00,2018-01-26T00:24:58-05:00,900000,True
project_2,description_2,None,2018-01-25T11:16:38-05:00,2018-01-25T12:23:20-05:00,2018-01-25T12:23:20-05:00,4002000,False
project_3,description_7,None,2018-01-25T08:08:01-05:00,2018-01-25T10:47:19-05:00,2018-01-25T10:47:19-05:00,9558000,False
project_3,description_3,None,2018-01-25T00:22:20-05:00,2018-01-25T01:19:11-05:00,2018-01-25T01:19:11-05:00,3411000,False
project_2,description_2,None,2018-01-25T00:13:07-05:00,2018-01-25T00:22:11-05:00,2018-01-25T00:22:11-05:00,544000,False
project_9,description_76,tag_4,2018-01-24T20:31:31-05:00,2018-01-25T00:12:56-05:00,2018-02-02T13:57:51-05:00,13285000,True
project_7,description_80,None,2018-01-24T18:33:10-05:00,2018-01-24T19:00:17-05:00,2018-02-02T18:46:40-05:00,1627000,True
project_0,description_10,None,2018-01-24T16:38:28-05:00,2018-01-24T17:06:29-05:00,2018-01-24T17:07:56-05:00,1681000,True
project_3,description_8,None,2018-01-24T15:24:43-05:00,2018-01-24T16:35:40-05:00,2018-01-24T16:35:42-05:00,4257000,True
project_7,description_12,None,2018-01-24T14:01:10-05:00,2018-01-24T15:24:33-05:00,2018-02-02T18:45:04-05:00,5003000,True
project_3,description_8,None,2018-01-24T13:26:00-05:00,2018-01-24T14:01:01-05:00,2018-01-24T14:01:01-05:00,2101000,False
project_1,description_1,None,2018-01-24T12:56:57-05:00,2018-01-24T13:26:57-05:00,2018-01-24T16:41:01-05:00,1800000,True
project_6,description_6,None,2018-01-24T12:37:32-05:00,2018-01-24T12:56:32-05:00,2018-01-24T16:40:29-05:00,1140000,True
